MAL_ID,Name,Score,Genres,Type,Episodes,Producers,Licensors,Studios,Source,Duration,Rating,Ranked
159,Boukyaku no Senritsu,6.34,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",TV,24,"Kadokawa Shoten, TBS, KENMedia",Geneon Entertainment USA,"Gainax, J.C.Staff",Manga,23 min. per ep.,PG-13 - Teens 13 or older,6657.0
160,"Ima, Soko ni Iru Boku",7.66,"Adventure, Drama, Fantasy, Military, Sci-Fi",TV,13,"Victor Entertainment, Pioneer LDC, Rakuonsha",Central Park Media,AIC,Original,25 min. per ep.,R - 17+ (violence & profanity),1140.0
161,Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen",TV,24,"GDH, TV Asahi, Imagica","ADV Films, Funimation",Gonzo,Manga,24 min. per ep.,R - 17+ (violence & profanity),2186.0
162,Pita Ten,6.94,"Comedy, Fantasy, Kids, Romance, School, Shounen",TV,26,Broccoli,Nozomi Entertainment,Madhouse,Manga,24 min. per ep.,G - All Ages,3863.0
163,Power Stone,6.48,"Adventure, Comedy, Fantasy, Historical, Shounen",TV,26,Avex Entertainment,ADV Films,Studio Pierrot,Game,20 min. per ep.,PG - Children,6015.0
164,Mononoke Hime,8.72,"Action, Adventure, Fantasy",Movie,1,"Tokuma Shoten, Nippon Television Network",GKIDS,Studio Ghibli,Original,2 hr. 15 min.,PG-13 - Teens 13 or older,40.0
165,RahXephon,7.42,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,26,"Asatsu DK, Fuji TV",ADV Films,Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,1820.0
166,Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi",TV,26,"GDH, Sotsu Music Publishing",Funimation,Gonzo,Other,26 min. per ep.,PG-13 - Teens 13 or older,1646.0
167,Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",TV,24,"Kadokawa Shoten, A-Line","Funimation, Bandai Entertainment",Bones,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1861.0
168,s.CRY.ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama",TV,26,Yomiko Advertising,"Bandai Entertainment, Sentai Filmworks, Discotek Media",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1969.0
169,Shingetsutan Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12,"TBS, Rondo Robe, Movic","Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,Visual novel,24 min. per ep.,R - 17+ (violence & profanity),3970.0
170,Slam Dunk,8.53,"Comedy, Drama, School, Shounen, Sports",TV,101,"TV Asahi, Animax","Flatiron Film Company, Geneon Entertainment USA",Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,92.0
173,Tactics,7.23,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",TV,25,"Studio Izena, MediaNet",Manga Entertainment,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2668.0
174,Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",TV,24,TV Asahi,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),3911.0
175,Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,26,TV Tokyo Music,"Discotek Media, Geneon Entertainment USA",Studio Pierrot,Manga,25 min. per ep.,PG-13 - Teens 13 or older,5230.0
177,Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",TV,26,"NHK, Kodansha",Funimation,Bee Train,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1437.0
178,Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo",TV,26,"WAO World, Studio Jack","Discotek Media, Geneon Entertainment USA",Production Reed,Manga,24 min. per ep.,G - All Ages,2871.0
180,Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,"GDH, Dentsu, Media Factory","Funimation, Geneon Entertainment USA",Gonzo,Original,22 min. per ep.,PG-13 - Teens 13 or older,2723.0
181,Vandread: The Second Stage,7.42,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,"GDH, Dentsu, Media Factory","Funimation, Geneon Entertainment USA",Gonzo,Original,22 min. per ep.,PG-13 - Teens 13 or older,1850.0
182,Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",TV,26,"TV Tokyo, Bandai Visual","Funimation, Bandai Entertainment",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1037.0
184,Xenosaga The Animation,6.37,"Action, Mecha, Sci-Fi, Shounen, Space",TV,12,Happinet Pictures,"ADV Films, Funimation",Toei Animation,Game,23 min. per ep.,PG-13 - Teens 13 or older,6577.0
185,Initial D First Stage,8.29,"Action, Cars, Drama, Seinen, Sports",TV,26,"OB Planning, Fuji TV","Funimation, Tokyopop","Gallop, Studio Comet",Manga,25 min. per ep.,PG-13 - Teens 13 or older,231.0
186,Initial D Second Stage,8.12,"Action, Cars, Drama, Seinen, Sports",TV,13,"OB Planning, Fuji TV","Funimation, Tokyopop",Pastel,Manga,23 min. per ep.,PG-13 - Teens 13 or older,391.0
187,Initial D Third Stage,7.89,"Action, Cars, Sports, Drama, Romance, Seinen",Movie,1,OB Planning,Funimation,Studio Deen,Manga,1 hr. 45 min.,PG-13 - Teens 13 or older,689.0
189,Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24,"Production I.G, TV Tokyo, Yomiko Advertising","Funimation, Bandai Entertainment",Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3037.0
190,Love Hina Again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen",OVA,3,"Starchild Records, Audio Tanaka","Bandai Entertainment, Discotek Media",Xebec,Manga,30 min. per ep.,PG-13 - Teens 13 or older,2581.0
191,Love Hina Christmas Special: Silent Eve,7.34,"Slice of Life, Comedy, Romance",Special,1,Yomiko Advertising,Bandai Entertainment,Xebec,Manga,46 min.,PG-13 - Teens 13 or older,2174.0
193,Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,24,"Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",ADV Films,J.C.Staff,Light novel,24 min. per ep.,R+ - Mild Nudity,4444.0
195,Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",TV,12,"Bandai Visual, Genco","Nozomi Entertainment, Bandai Entertainment",Daume,Original,23 min. per ep.,PG-13 - Teens 13 or older,2877.0
196,Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",TV,12,"Bandai Visual, Genco, Lantis","Nozomi Entertainment, Bandai Entertainment",Daume,Original,25 min. per ep.,PG-13 - Teens 13 or older,4123.0
198,Speed Grapher,7.35,"Action, Mystery, Super Power",TV,24,"TV Asahi, WAO World, TAP",Funimation,Gonzo,Original,23 min. per ep.,R+ - Mild Nudity,2105.0
199,Sen to Chihiro no Kamikakushi,8.83,"Adventure, Supernatural, Drama",Movie,1,Toho,"Walt Disney Studios, GKIDS",Studio Ghibli,Original,2 hr. 5 min.,PG - Children,23.0
202,Wolf's Rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,"Bandai Visual, Asatsu DK, Fuji TV","Funimation, Bandai Entertainment",Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,803.0
205,Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26,"Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG","Funimation, Geneon Entertainment USA",Manglobe,Original,24 min. per ep.,R - 17+ (violence & profanity),105.0
206,Lodoss-tou Senki: Eiyuu Kishi Den,7.16,"Action, Adventure, Drama, Magic, Romance, Fantasy",TV,27,"Kadokawa Shoten, Yomiko Advertising, Marubeni","Funimation, Central Park Media",AIC,Novel,24 min. per ep.,PG-13 - Teens 13 or older,2951.0
207,Lodoss-tou Senki,7.4,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",OVA,13,"Kadokawa Shoten, TBS, Marubeni","Funimation, Central Park Media",Madhouse,Novel,25 min. per ep.,R - 17+ (violence & profanity),1904.0
208,R.O.D: Read or Die,7.67,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic",OVA,3,"Aniplex, SME Visual Works","Aniplex of America, Manga Entertainment",Studio Deen,Light novel,33 min. per ep.,PG-13 - Teens 13 or older,1105.0
209,R.O.D: The TV,7.55,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",TV,26,"Aniplex, Studio Deen, Broccoli, Sony Music Entertainment","Aniplex of America, Geneon Entertainment USA",J.C.Staff,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,1410.0
210,Ranma ½,7.76,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",TV,161,"Shogakukan-Shueisha Productions, Kitty Films, Fuji TV, Shogakukan",VIZ Media,Studio Deen,Manga,24 min. per ep.,R+ - Mild Nudity,891.0
212,Project A-Ko,6.86,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,1,Soeishinsha,"Central Park Media, Discotek Media",APPP,Original,1 hr. 24 min.,PG-13 - Teens 13 or older,4200.0
218,Kidou Senkan Nadesico,7.52,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,26,"Starchild Records, Yomiko Advertising, Audio Tanaka","ADV Films, Nozomi Entertainment",Xebec,Original,23 min. per ep.,PG-13 - Teens 13 or older,1521.0
219,Kidou Senkan Nadesico: The Prince of Darkness,6.77,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Movie,1,"TV Tokyo, Starchild Records, Kadokawa Shoten, Toei Video, Movic, Sega, King Records, Audio Tanaka","ADV Films, Nozomi Entertainment",Xebec,Original,1 hr. 19 min.,R - 17+ (violence & profanity),4595.0
222,Mezzo DSA,6.68,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,13,"Studio Pierrot, Shochiku, Memory-Tech, Happinet Pictures","ADV Films, Sentai Filmworks",Arms,Original,25 min. per ep.,R+ - Mild Nudity,5005.0
223,Dragon Ball,8.0,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,Fuji TV,Funimation,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,535.0
225,Dragon Ball GT,6.48,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",TV,64,Fuji TV,Funimation,Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5974.0
226,Elfen Lied,7.56,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",TV,13,"VAP, Genco",ADV Films,Arms,Manga,25 min. per ep.,R+ - Mild Nudity,1382.0
227,FLCL,8.03,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",OVA,6,"Starchild Records, GANSIS","Funimation, Synch-Point","Gainax, Production I.G",Original,25 min. per ep.,PG-13 - Teens 13 or older,505.0
228,Jigoku Shoujo,7.65,"Mystery, Horror, Psychological, Supernatural",TV,26,"Aniplex, SKY Perfect Well Think",Funimation,Studio Deen,Original,25 min. per ep.,R - 17+ (violence & profanity),1158.0
229,Ninin ga Shinobuden,6.92,"Comedy, Parody, Martial Arts",TV,12,"Toshiba Entertainment, Happinet Pictures","Nozomi Entertainment, NYAV Post",ufotable,Manga,24 min. per ep.,R - 17+ (violence & profanity),3939.0
230,Air Master,7.02,"Action, Comedy, Martial Arts, Seinen",TV,27,"VAP, Nippon Television Network",Geneon Entertainment USA,Toei Animation,Manga,24 min. per ep.,R - 17+ (violence & profanity),3550.0
231,Asagiri no Miko,6.18,"Action, Comedy, Supernatural, Fantasy, Seinen",TV,26,"Starchild Records, TV Tokyo Music, Shounen Gahousha","Media Blasters, NYAV Post","Chaos Project, GANSIS",Manga,12 min. per ep.,PG - Children,7429.0
232,Cardcaptor Sakura,8.16,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",TV,70,"NHK, Kodansha, Sogo Vision, YTV","Nelvana, NIS America, Inc., Geneon Entertainment USA",Madhouse,Manga,25 min. per ep.,PG - Children,346.0
234,Dan Doh!!,6.69,"Adventure, Sports, Shounen",TV,26,"TV Tokyo, HoriPro",Bandai Entertainment,Tokyo Kids,Manga,24 min. per ep.,G - All Ages,4958.0
236,E's Otherwise,6.64,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",TV,26,Sotsu,ADV Films,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5178.0
237,Koukyoushihen Eureka Seven,8.09,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,"Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Production, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN","Funimation, Bandai Entertainment",Bones,Original,24 min. per ep.,PG-13 - Teens 13 or older,426.0
238,Rekka no Honoo,7.36,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42,Fuji TV,"VIZ Media, Discotek Media",Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2072.0
239,Gankutsuou,8.17,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24,"GDH, TV Asahi, Media Factory, Sotsu Music Publishing","Funimation, Geneon Entertainment USA",Gonzo,Novel,24 min. per ep.,R - 17+ (violence & profanity),342.0
240,Genshiken,7.66,"Slice of Life, Comedy, Parody",TV,12,"Genco, Lantis, Kids Station, Toshiba Entertainment",Media Blasters,Palm Studio,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1136.0
241,Girls Bravo: First Season,6.45,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",TV,11,"Lantis, Kadokawa Shoten, Fuji TV, Rakuonsha, KlockWorx, Happinet Pictures, Studio Jack","Funimation, Geneon Entertainment USA",AIC Spirits,Manga,23 min. per ep.,R+ - Mild Nudity,6170.0
242,Gokusen,7.42,"Slice of Life, Comedy, Drama, School, Josei",TV,13,"VAP, Studio Jack","Media Blasters, NYAV Post",Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),1822.0
243,Gravitation,7.02,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13,Aniplex,Nozomi Entertainment,Studio Deen,Manga,22 min. per ep.,PG-13 - Teens 13 or older,3562.0
245,Great Teacher Onizuka,8.7,"Slice of Life, Comedy, Drama, School, Shounen",TV,43,"Aniplex, Fuji TV","Discotek Media, Tokyopop",Studio Pierrot,Manga,25 min. per ep.,R - 17+ (violence & profanity),44.0
246,Groove Adventure Rave,7.27,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,"TBS, Kodansha",Tokyopop,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2474.0
249,InuYasha,7.85,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",TV,167,"Yomiuri Telecasting, Shogakukan",VIZ Media,Sunrise,Manga,24 min. per ep.,PG-13 - Teens 13 or older,740.0
250,Konjiki no Gash Bell!!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",TV,150,"Yomiko Advertising, Fuji TV","VIZ Media, Flatiron Film Company",Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1434.0
251,Kyou kara Maou!,7.7,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78,NHK,Discotek Media,Studio Deen,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,1032.0
252,Madlax,7.07,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",TV,26,Victor Entertainment,ADV Films,Bee Train,Original,24 min. per ep.,PG-13 - Teens 13 or older,3366.0
253,Jungle wa Itsumo Hare nochi Guu,7.84,"Slice of Life, Comedy, School",TV,26,"Bandai Visual, Sotsu",Funimation,Shin-Ei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,757.0
254,Jungle wa Itsumo Hare nochi Guu Deluxe,7.83,"Comedy, Slice of Life",OVA,6,Bandai Visual,Funimation,Shin-Ei Animation,Manga,26 min. per ep.,PG-13 - Teens 13 or older,780.0
257,Ikkitousen,6.45,"Ecchi, Super Power, Martial Arts, School",TV,13,"Genco, Cosmic Ray, Eye Move, Bushiroad","Funimation, Geneon Entertainment USA",J.C.Staff,Manga,24 min. per ep.,R+ - Mild Nudity,6153.0
260,Happy☆Lesson (TV),6.67,"Comedy, Drama, Harem, Romance, Slice of Life",TV,13,KSS,ADV Films,Studio Hibari,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5048.0
263,Hajime no Ippo,8.75,"Comedy, Sports, Drama, Shounen",TV,75,VAP,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,23 min. per ep.,PG-13 - Teens 13 or older,32.0
266,Gunparade March: Arata Naru Kougunka,6.8,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life",TV,12,"Rondo Robe, d-rights","Media Blasters, Maiden Japan",J.C.Staff,Game,23 min. per ep.,PG-13 - Teens 13 or older,4435.0
267,Gungrave,7.87,"Action, Drama, Sci-Fi, Seinen, Super Power",TV,26,Tohokushinsha Film Corporation,"Funimation, Geneon Entertainment USA",Madhouse,Game,25 min. per ep.,R - 17+ (violence & profanity),714.0
268,Golden Boy,8.03,"Adventure, Comedy, Ecchi",OVA,6,"KSS, Shueisha","ADV Films, Media Blasters, Discotek Media",APPP,Manga,29 min. per ep.,R+ - Mild Nudity,507.0
269,Bleach,7.8,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,366,"TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Studio Kelmadick, Shueisha",VIZ Media,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,818.0
270,Hellsing,7.5,"Action, Horror, Supernatural, Vampire, Seinen",TV,13,"Fuji TV, Pioneer LDC","Funimation, Geneon Entertainment USA",Gonzo,Manga,23 min. per ep.,R - 17+ (violence & profanity),1586.0
271,Gad Guard,6.7,"Sci-Fi, Adventure, Mecha, Shounen",TV,26,"Hal Film Maker, Media Factory, Imagica, Amber Film Works, Imagine","Funimation, Geneon Entertainment USA",Gonzo,Original,25 min. per ep.,PG-13 - Teens 13 or older,4887.0
272,Noir,7.31,"Action, Mystery, Drama",TV,26,Victor Entertainment,"ADV Films, Funimation",Bee Train,Original,24 min. per ep.,PG-13 - Teens 13 or older,2278.0
273,Mahoutsukai ni Taisetsu na Koto,6.75,"Slice of Life, Drama, Magic, Shounen",TV,12,"Rondo Robe, Pioneer LDC, Daiei","Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4700.0
274,Kiddy Grade,7.22,"Action, Sci-Fi, Super Power, Ecchi, Mecha",TV,24,gimik,Funimation,Gonzo,Original,23 min. per ep.,R+ - Mild Nudity,2683.0
275,Love♥Love?,5.91,"Ecchi, Comedy, Harem, Romance",TV,9,m.o.e.,Maiden Japan,"Imagin, Studio Live",Original,15 min. per ep.,R+ - Mild Nudity,8506.0
276,Mahoromatic: Automatic Maiden,7.18,"Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12,"TBS, Pioneer LDC","Sentai Filmworks, Geneon Entertainment USA","Gainax, Shaft",Manga,24 min. per ep.,R+ - Mild Nudity,2860.0
277,Mahoromatic: Motto Utsukushii Mono,7.17,"Military, Sci-Fi, Comedy, Drama, Romance, Ecchi",TV,14,Pioneer LDC,"Sentai Filmworks, Geneon Entertainment USA","Gainax, Shaft",Manga,24 min. per ep.,R+ - Mild Nudity,2918.0
278,Viewtiful Joe,6.75,"Action, Sci-Fi, Comedy, Shounen",TV,51,"TV Tokyo, MediaNet, Capcom",Geneon Entertainment USA,Group TAC,Game,20 min. per ep.,PG-13 - Teens 13 or older,4674.0
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.15,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13,"Tokyo Movie Shinsha, RCC Chugoku Broadcasting, Toho, Tohokushinsha Film Corporation","Discotek Media, Geneon Entertainment USA",TMS Entertainment,Novel,24 min. per ep.,R - 17+ (violence & profanity),2999.0
284,Area 88 (TV),7.03,"Action, Drama, Military, Romance, Shounen",TV,12,TV Asahi,ADV Films,Group TAC,Manga,25 min. per ep.,PG-13 - Teens 13 or older,3517.0
286,B'T X,7.05,"Adventure, Mecha, Sci-Fi, Shounen",TV,25,"Tokyo Movie Shinsha, TMS-Kyokuchi",Anime Midstream,TMS Entertainment,Manga,22 min. per ep.,PG-13 - Teens 13 or older,3446.0
287,Grappler Baki (TV),7.44,"Action, Sports, Martial Arts, Shounen",TV,24,Free-Will,Funimation,Group TAC,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1779.0
288,Bakuten Shoot Beyblade,6.73,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",TV,51,"d-rights, Heewon Entertainment","Nelvana, Discotek Media",Madhouse,Manga,23 min. per ep.,PG - Children,4754.0
289,Comic Party,6.59,"Comedy, Drama",TV,13,KSS,"Nozomi Entertainment, Discotek Media",OLM,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,5438.0
290,Seikai no Monshou,7.69,"Action, Military, Sci-Fi, Space, Romance",TV,13,"Bandai Visual, WOWOW","Funimation, Bandai Entertainment",Sunrise,Light novel,26 min. per ep.,PG-13 - Teens 13 or older,1046.0
292,Dear Boys,6.85,"Drama, Shounen, Sports",TV,26,OB Planning,Bandai Entertainment,A.C.G.T.,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4240.0
293,Di Gi Charat,6.73,"Comedy, Fantasy, Sci-Fi",TV,16,Broccoli,"Sentai Filmworks, Synch-Point",Madhouse,Original,4 min. per ep.,G - All Ages,4758.0
294,Divergence Eve,5.93,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",TV,13,"Media Factory, Imagica, KlockWorx","ADV Films, Sentai Filmworks",Radix,Original,24 min. per ep.,R+ - Mild Nudity,8440.0
295,Divergence Eve 2: Misaki Chronicles,6.3,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",TV,13,"Imagica, KlockWorx","ADV Films, Sentai Filmworks",Radix,Original,24 min. per ep.,PG-13 - Teens 13 or older,6880.0
296,Dragon Drive,6.73,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen",TV,38,"Bandai Visual, Nihon Ad Systems, TV Tokyo Music",Bandai Entertainment,Madhouse,Manga,25 min. per ep.,PG - Children,4761.0
297,Grenadier: Hohoemi no Senshi,6.72,"Action, Ecchi, Adventure, Comedy, Shounen",TV,12,"Shochiku, Kadokawa Shoten, Toshiba Entertainment",Media Blasters,Group TAC,Manga,25 min. per ep.,PG-13 - Teens 13 or older,4815.0
298,.hack//Tasogare no Udewa Densetsu,6.6,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",TV,12,"Bandai Visual, Yomiko Advertising","Funimation, Bandai Entertainment",Bee Train,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5343.0
299,.hack//Liminality,6.61,"Game, Mystery, Sci-Fi",OVA,4,"Bandai Visual, Bandai, CyberConnect2",Bandai Entertainment,Bee Train,Original,33 min. per ep.,PG-13 - Teens 13 or older,5332.0
300,3x3 Eyes,6.77,"Action, Demons, Fantasy, Horror, Romance",OVA,4,"Bandai Visual, Kodansha",Geneon Entertainment USA,Toei Animation,Manga,30 min. per ep.,R - 17+ (violence & profanity),4559.0
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.92,"Comedy, Magic, Supernatural",TV,48,Bandai Visual,Geneon Entertainment USA,OLM,4-koma manga,7 min. per ep.,G - All Ages,3934.0
304,Aa! Megami-sama! Movie,7.57,"Comedy, Magic, Romance, Seinen, Supernatural",Movie,1,"Bandai Visual, Pony Canyon, Kodansha, Movic, Sega, Imagine",Geneon Entertainment USA,AIC,Original,1 hr. 46 min.,PG-13 - Teens 13 or older,1355.0
305,Abashiri Ikka,5.39,"Action, Comedy, Shounen",OVA,4,Dynamic Planning,ADV Films,Studio Pierrot,Manga,18 min. per ep.,R+ - Mild Nudity,9929.0
